1,0.71,0.54,0.88,0.95,0.00,0.76,0.45,0.55,0.93,0.75,0.90,0.69,0.92,0.61,0.49,0.65,0.71,0.08,0.56,0.84,0.69,0.32,0.96,0.27
2,0.71,0.52,0.88,0.95,0.00,0.76,0.45,0.55,0.93,0.75,0.90,0.69,0.91,0.63,0.49,0.65,0.71,0.08,0.56,0.84,0.69,0.33,0.96,0.27
3,0.71,0.53,0.88,0.94,0.00,0.76,0.44,0.55,0.93,0.75,0.90,0.69,0.91,0.62,0.49,0.64,0.70,0.08,0.56,0.84,0.69,0.31,0.95,0.26
4,0.71,0.52,0.89,0.94,0.00,0.76,0.44,0.55,0.93,0.75,0.90,0.69,0.91,0.62,0.49,0.63,0.70,0.08,0.56,0.84,0.68,0.32,0.95,0.27
5,0.71,0.49,0.88,0.94,0.00,0.76,0.43,0.55,0.93,0.75,0.90,0.69,0.91,0.62,0.49,0.63,0.70,0.08,0.56,0.83,0.68,0.33,0.95,0.28
6,0.71,0.56,0.88,0.94,0.00,0.76,0.43,0.55,0.93,0.75,0.89,0.69,0.91,0.61,0.49,0.64,0.70,0.08,0.56,0.83,0.68,0.33,0.96,0.27
7,0.71,0.52,0.89,0.94,0.00,0.76,0.43,0.55,0.93,0.75,0.89,0.69,0.91,0.62,0.49,0.64,0.70,0.08,0.56,0.83,0.69,0.31,0.96,0.26
8,0.71,0.53,0.89,0.94,0.00,0.76,0.43,0.55,0.93,0.75,0.89,0.69,0.91,0.62,0.49,0.64,0.70,0.08,0.56,0.83,0.69,0.31,0.96,0.26
9,0.71,0.52,0.89,0.94,0.00,0.76,0.43,0.54,0.93,0.75,0.89,0.69,0.91,0.63,0.49,0.65,0.70,0.08,0.56,0.83,0.69,0.32,0.96,0.24
10,0.71,0.53,0.88,0.94,0.00,0.76,0.43,0.53,0.93,0.75,0.89,0.69,0.91,0.63,0.49,0.65,0.70,0.08,0.56,0.83,0.69,0.30,0.95,0.26
11,0.71,0.48,0.89,0.94,0.00,0.76,0.43,0.54,0.93,0.75,0.89,0.69,0.91,0.62,0.49,0.65,0.70,0.08,0.56,0.83,0.68,0.30,0.96,0.25
12,0.71,0.43,0.88,0.94,0.00,0.76,0.43,0.54,0.93,0.75,0.89,0.69,0.91,0.63,0.49,0.65,0.70,0.08,0.56,0.83,0.68,0.29,0.95,0.24
13,0.71,0.47,0.88,0.94,0.00,0.76,0.44,0.54,0.93,0.75,0.89,0.69,0.91,0.63,0.49,0.66,0.70,0.08,0.56,0.83,0.68,0.31,0.96,0.23
14,0.71,0.55,0.88,0.94,0.00,0.76,0.44,0.54,0.93,0.75,0.89,0.69,0.91,0.63,0.49,0.65,0.70,0.08,0.56,0.83,0.70,0.33,0.96,0.26
15,0.71,0.52,0.88,0.94,0.00,0.76,0.44,0.54,0.93,0.75,0.89,0.69,0.91,0.62,0.49,0.65,0.70,0.08,0.56,0.83,0.68,0.29,0.95,0.25
16,0.71,0.51,0.88,0.94,0.00,0.76,0.44,0.54,0.93,0.75,0.89,0.69,0.91,0.62,0.49,0.64,0.70,0.08,0.56,0.84,0.68,0.31,0.95,0.24
